"","caseid","weight_full","mode","voted2012","regist2016","primary2016","intendvote","ideology","pid_strength","born_again","fundamentalist","race","female","income","hannity","minutes60","cooper","matthews","press","conan","bigbang","modernfamily","rush","npr","voted2016","votechoice2016","demprescandft","gopprescandft","libprescandft","greenprescandft","demhousecandft","gophousecandft","indhousecandft","demsencandft","gopsencandft","indsencandft","srsenft","jrsenft","nonrunsenft","demvpcandft","gopvpcandft","robertsft","popeft","christianfundft","femft","liberalsft","laborunionsft","poorft","bigbusinessft","conservativesft","sctft","gaysft","congressft","richft","muslimsft","christiansft","jewsft","teapartyft","policeft","transft","scientistsft","blmft","taxmill","vaccincesinschool","vaccines","govtreduceeq","reqequal","howequal","foreignim","immigsupport","freetradeag","marijuana","asiansft","hispanicsft","blacksft","illegalsft","whitesft","location","educ","gop","dem","employed","cath_attend","prot_attend","jew_attend","cath_nonatt","prot_nonatt","jew_nonatt","obama12","romney12","yesvote2016","trump16","clinton16"
"3460",405751,0.4851,2,1,1,1,1,NA,2,0,0,2,1,3,0,1,0,1,0,0,1,1,0,0,4,1,70,0,15,50,60,NA,NA,85,NA,NA,NA,NA,30,70,40,60,100,40,85,70,50,100,30,30,39,50,40,15,50,60,50,15,30,50,100,85,1,0,NA,1,1,1,NA,3,0,1,60,70,100,50,70,"MD",4,0,1,1,1,0,0,0,0,0,1,0,1,0,1
"3461",405752,0.3581,2,1,1,0,1,4,4,0,0,1,1,5,0,1,0,0,0,0,1,0,0,0,4,5,40,15,40,40,40,60,NA,NA,NA,NA,85,85,NA,40,60,70,100,40,60,70,40,70,60,60,85,70,40,70,70,70,70,30,85,70,85,60,1,1,2,0,1,1,NA,4,1,1,70,70,70,40,70,"MN",5,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"3462",405757,0.52100003,2,1,1,0,1,2,3,0,0,6,1,2,0,0,1,0,0,0,1,1,0,0,4,1,100,0,31,60,50,51,NA,51,51,NA,NA,NA,52,100,0,16,85,8,70,83,85,50,12,1,64,100,0,41,100,9,100,51,86,99,100,100,1,1,1,1,1,1,NA,4,0,1,85,85,85,90,86,"GA",4,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"3463",405759,2.1424999,2,1,1,0,1,NA,2,1,0,2,0,4,0,1,0,0,0,0,0,0,NA,NA,4,NA,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,30,50,NA,NA,60,85,NA,NA,60,NA,NA,100,NA,NA,60,NA,NA,NA,0,1,1,-1,0,NA,NA,2,0,0,NA,85,NA,NA,NA,"GA",2,0,1,1,0,0,0,0,0,0,1,0,1,0,0
"3464",405760,0.89399999,2,1,1,0,1,5,6,0,0,1,1,5,0,1,0,0,0,0,0,0,NA,NA,4,2,0,65,50,50,50,60,NA,40,80,NA,NA,NA,70,25,80,65,100,65,40,55,49,50,55,65,49,45,45,50,40,100,75,51,95,35,75,10,0,1,2,0,-1,2,NA,3,0,1,60,50,58,45,60,"IA",4,1,0,1,1,0,0,0,0,0,1,0,1,1,0
"3465",405763,1.5362999,2,1,1,0,1,2,3,0,0,1,1,5,0,0,0,0,0,0,0,1,0,1,4,1,95,31,50,48,79,51,NA,85,NA,NA,NA,NA,82,52,30,51,86,79,95,92,90,93,41,75,51,91,51,51,90,72,92,16,85,90,97,95,1,0,NA,1,1,1,NA,4,0,-1,90,90,90,90,90,"OR",5,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"3466",405766,0,2,1,1,0,1,6,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WY",3,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"3467",405769,0.68989998,2,1,1,1,1,4,7,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,4,2,1,86,16,16,16,85,NA,32,70,NA,NA,NA,86,14,99,71,72,51,41,17,18,71,72,71,51,50,61,69,41,85,85,70,99,32,41,2,0,1,2,-1,0,NA,NA,2,0,-1,71,51,50,42,70,"KY",4,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"3468",405778,0.76620001,2,0,0,0,1,7,7,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,2,NA,2,86,1,1,8,69,NA,2,99,NA,NA,NA,93,3,100,93,1,100,15,0,8,81,37,76,45,0,14,60,1,100,100,68,91,0,41,50,1,1,3,-1,1,1,1,3,-1,-1,50,50,51,15,51,"IN",1,1,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"3469",405780,1.3582,2,0,1,0,0,NA,4,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,NA,55,55,63,13,11,14,NA,16,9,NA,NA,NA,15,14,87,10,2,89,62,21,42,57,35,30,51,2,56,36,9,98,9,40,90,9,66,18,-1,0,NA,0,0,NA,-1,3,0,0,62,45,48,44,54,"NC",3,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"3470",405781,0.35820001,2,1,1,1,1,5,5,0,0,1,0,5,0,0,0,0,0,0,1,0,NA,NA,4,2,15,71,50,50,41,NA,NA,15,NA,NA,NA,NA,NA,NA,30,50,50,70,40,50,40,60,70,50,40,30,40,70,50,85,50,50,30,15,85,15,-1,0,NA,-1,1,1,1,3,1,1,70,70,70,0,70,"IN",3,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"3471",405782,0.90579998,2,0,1,0,1,3,3,0,0,1,1,5,0,0,0,0,1,0,0,0,0,1,4,1,71,2,31,28,84,30,NA,83,51,NA,NA,NA,61,86,15,30,84,30,97,64,69,84,60,40,69,98,42,71,84,70,98,15,72,97,98,72,1,1,1,1,1,1,NA,4,1,1,70,85,60,61,60,"NY",4,0,0,1,0,0,0,0,0,0,NA,NA,1,0,1
"3472",405785,0.77100003,2,1,1,1,1,5,6,0,0,1,0,4,0,0,0,0,0,0,0,0,NA,NA,4,2,0,70,50,30,NA,95,NA,NA,85,NA,NA,NA,85,15,75,NA,90,70,8,15,25,59,50,75,69,49,60,61,59,71,55,52,72,42,56,0,0,1,2,0,1,3,NA,3,0,0,50,50,50,50,50,"SC",4,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"3473",405786,0.68959999,2,1,1,0,1,5,1,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,4,1,30,30,50,50,30,50,NA,95,NA,50,NA,NA,50,20,40,50,100,50,50,40,0,100,0,60,30,50,0,40,40,100,50,0,15,NA,100,50,1,1,3,1,1,1,NA,3,1,1,70,51,70,0,70,"CA",3,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"3474",405788,0,2,1,1,0,NA,5,5,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TX",3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"3475",405789,0.38659999,2,1,1,1,1,2,1,0,0,1,1,5,0,0,0,1,1,0,0,0,0,1,4,1,85,0,40,15,85,NA,NA,60,NA,60,NA,NA,85,70,15,60,85,15,70,60,85,70,15,15,70,70,15,70,70,70,70,0,60,85,70,70,1,1,2,1,1,1,NA,3,1,1,85,85,85,70,85,"CA",4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"3476",405790,0.89579999,2,1,1,1,1,4,3,0,0,1,1,3,0,1,0,0,0,0,1,0,NA,NA,4,1,60,60,50,60,50,40,NA,60,NA,NA,NA,NA,60,85,70,70,100,70,85,70,85,100,30,70,85,70,40,60,50,100,85,60,100,70,100,60,1,1,1,1,1,1,NA,4,-1,1,70,85,70,15,100,"CA",3,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"3477",405791,0,2,1,1,0,1,6,7,1,1,6,1,5,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OK",3,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"3478",405792,1.4234,2,1,1,0,1,NA,4,0,0,1,1,4,0,1,0,0,0,0,1,1,0,0,4,2,0,100,50,50,100,50,NA,0,50,NA,NA,NA,100,50,100,100,100,50,50,50,100,100,50,50,100,0,50,100,50,100,100,50,100,0,100,100,1,1,1,1,1,1,-1,1,-1,0,53,50,50,54,50,"IL",4,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"3479",405793,1.0488,2,1,1,1,1,4,4,0,0,3,0,1,0,0,0,0,0,0,0,0,NA,NA,4,2,16,71,52,50,69,30,NA,70,41,NA,NA,NA,84,60,51,60,51,40,41,39,15,51,61,51,61,50,16,50,40,40,51,NA,40,60,61,40,0,0,NA,0,0,NA,NA,4,0,0,50,50,51,49,47,"HI",3,0,0,1,0,0,0,0,0,0,1,0,1,1,0
"3480",405794,0.45899999,2,0,0,0,NA,4,4,0,0,3,0,5,0,1,0,0,1,0,1,0,0,0,NA,NA,2,0,50,50,50,NA,NA,30,5,NA,NA,NA,10,25,1,25,70,0,50,50,50,75,10,20,50,50,1,50,100,50,10,50,50,50,90,50,1,1,2,0,1,2,1,3,0,1,50,50,40,25,30,"IL",5,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"3481",405795,0.62180001,2,1,1,0,1,3,3,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,4,1,84,16,16,31,70,30,NA,61,30,NA,NA,NA,71,71,32,40,85,41,56,69,54,85,49,41,49,75,5,45,70,86,70,30,70,51,76,40,1,1,3,1,1,1,-1,2,0,1,70,70,70,30,71,"FL",5,0,0,1,1,0,0,0,0,0,1,0,1,0,1
"3482",405801,0.61290002,2,1,1,1,1,6,7,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,4,2,0,70,40,50,50,60,NA,50,60,NA,NA,NA,50,50,100,70,50,100,0,50,60,100,100,100,60,50,60,85,70,100,85,100,100,50,100,0,-1,1,2,-1,0,NA,NA,3,1,-1,90,90,90,10,90,"AZ",5,1,0,0,0,0,0,0,1,0,0,1,1,1,0
"3483",405805,0.50190002,2,0,0,0,1,3,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,60,15,40,50,15,15,NA,50,30,NA,NA,NA,50,0,0,50,85,40,85,70,100,85,50,40,50,100,40,70,85,60,85,50,70,85,100,70,0,1,1,0,1,1,-1,4,1,1,90,85,95,75,50,"FL",3,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0
"3484",405811,0,2,0,1,1,NA,NA,4,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MI",3,0,0,1,1,0,0,0,0,0,NA,NA,0,0,0
"3485",405813,2.0818999,2,0,1,0,1,5,7,0,0,2,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,70,70,85,100,50,60,NA,70,70,NA,NA,NA,100,70,60,70,60,15,100,85,100,100,100,60,60,50,70,85,15,15,85,70,85,50,40,0,1,-1,1,0,1,1,NA,1,-1,1,60,60,70,15,85,"GA",4,1,0,1,0,0,0,0,0,0,NA,NA,1,0,0
"3486",405816,0.4894,2,0,0,0,1,3,1,0,0,3,0,3,0,1,0,1,0,0,0,0,NA,NA,4,1,85,0,50,60,85,50,NA,NA,NA,NA,15,15,NA,60,15,60,85,15,85,85,85,100,50,0,70,50,30,50,60,85,85,30,85,50,100,85,1,1,1,1,1,1,NA,4,1,0,85,85,85,70,85,"TX",5,0,1,1,0,0,0,0,0,0,NA,NA,1,0,1
"3487",405823,0.95920002,2,1,1,1,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,4,1,70,50,0,60,85,0,NA,NA,NA,NA,85,70,NA,70,0,30,100,30,100,70,70,100,70,70,50,100,15,70,100,70,100,0,100,100,100,70,1,1,1,1,1,1,1,3,-1,1,100,100,100,85,100,"MI",3,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"3488",405824,0,2,0,0,0,NA,4,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KS",2,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"3489",405826,1.2244999,2,1,1,1,1,NA,2,1,0,2,1,4,0,1,1,0,0,0,0,0,0,0,4,1,60,0,1,NA,83,NA,NA,NA,NA,NA,0,84,NA,55,52,0,100,NA,75,52,53,56,5,53,12,NA,0,53,51,86,56,0,55,52,53,100,1,0,NA,1,1,1,NA,3,1,-1,16,60,73,51,59,"NJ",4,0,1,0,0,0,0,0,0,0,1,0,1,0,1
"3490",405827,1.4755,2,1,1,1,1,5,2,0,0,1,1,NA,0,1,0,0,0,0,0,0,NA,NA,4,1,85,30,50,NA,85,NA,NA,NA,NA,NA,70,50,NA,NA,NA,NA,100,NA,60,30,0,70,50,30,70,85,70,50,50,100,50,50,40,50,85,50,1,1,1,1,1,1,NA,3,1,-1,NA,NA,NA,NA,NA,"MA",2,0,1,0,1,0,0,0,0,0,0,1,1,0,1
"3491",405829,0.88330001,2,1,1,1,1,6,7,0,0,1,0,3,0,0,0,0,1,0,1,0,1,0,4,2,0,100,50,50,15,70,NA,NA,NA,NA,0,50,NA,30,100,50,70,50,50,15,40,60,85,85,60,60,50,85,60,60,85,50,85,40,60,40,-1,1,2,-1,-1,1,1,3,0,-1,40,40,40,30,50,"MI",3,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"3492",405832,1.7676001,2,1,1,1,1,6,7,0,0,6,0,5,0,0,0,0,0,0,1,0,0,0,4,2,0,70,40,50,40,85,NA,0,NA,60,NA,NA,0,0,70,40,50,50,40,15,40,50,50,50,0,50,30,50,40,50,50,60,60,50,50,40,-1,1,1,-1,1,2,NA,3,-1,-1,50,50,50,0,50,"CA",4,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"3493",405833,0.764,2,0,0,0,NA,NA,3,0,0,6,1,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,40,0,50,50,50,50,NA,50,50,NA,NA,NA,50,50,50,50,85,50,60,78,50,28,50,50,50,70,30,50,50,85,70,50,35,65,60,50,1,0,NA,-1,1,1,-1,2,0,0,74,0,40,0,72,"PA",3,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
"3494",405840,0.71630001,2,1,1,1,1,5,6,1,0,5,0,5,0,0,1,0,0,0,0,0,NA,NA,4,1,100,0,NA,NA,NA,85,NA,NA,50,NA,NA,NA,70,70,50,NA,60,15,100,50,60,85,70,0,85,100,30,85,85,60,85,0,70,85,100,85,1,1,1,1,1,1,-1,2,1,1,85,85,85,85,50,"FL",5,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"3495",405843,0.6401,2,1,1,1,1,2,1,1,0,1,0,6,0,1,0,1,0,0,0,0,0,0,4,1,85,0,40,70,85,NA,NA,NA,NA,NA,NA,NA,NA,100,30,70,100,30,100,85,85,100,60,40,85,70,30,60,85,100,85,15,85,70,85,70,1,1,1,1,1,1,NA,3,1,1,85,100,85,70,60,"DC",5,0,1,0,0,1,0,0,0,0,1,0,1,0,1
"3496",405847,0.3039,2,0,1,0,1,3,2,0,0,3,0,4,0,1,0,0,0,0,0,0,NA,NA,2,NA,61,41,NA,41,60,40,NA,51,60,NA,NA,NA,51,NA,50,60,60,41,61,60,52,62,51,51,61,51,62,51,41,60,51,51,60,51,71,50,1,1,2,0,1,2,NA,3,0,0,70,60,62,59,74,"NY",5,0,1,1,0,1,0,0,0,0,NA,NA,0,0,0
"3497",405849,0,2,1,1,1,1,NA,1,1,0,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MS",3,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"3498",405850,0,2,0,1,0,1,NA,1,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA",3,0,1,1,1,0,0,0,0,0,NA,NA,0,0,0
"3499",405852,0.4368,2,1,1,1,1,7,7,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,2,0,100,30,0,0,85,NA,0,70,NA,NA,NA,0,15,100,15,0,100,40,50,40,50,70,100,30,50,15,50,50,100,100,100,100,50,50,0,-1,1,1,-1,1,2,-1,1,-1,-1,50,50,60,0,50,"CT",5,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"3500",405863,0.71719998,2,1,1,1,1,4,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,4,1,85,0,60,50,NA,50,NA,50,30,NA,NA,NA,30,85,15,60,50,15,100,85,50,70,60,30,70,100,40,70,85,50,100,15,85,85,100,70,1,1,1,1,1,1,-1,3,0,1,50,85,70,60,50,"AL",3,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"3501",405864,0.40849999,2,1,1,1,1,4,5,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,3,50,55,70,65,60,60,NA,NA,NA,NA,70,65,NA,60,65,60,30,70,70,65,80,85,55,70,65,50,65,50,50,80,50,75,75,50,85,50,1,-1,3,1,1,1,1,2,0,1,55,55,55,55,55,"MT",3,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"3502",405865,1.1857001,2,1,1,1,1,4,1,1,0,2,1,5,0,0,0,0,0,0,1,0,0,0,4,1,40,0,15,30,15,0,NA,50,50,NA,NA,NA,15,0,0,50,0,100,100,40,100,100,40,40,50,15,0,50,50,100,50,0,100,30,85,100,1,1,1,1,1,1,NA,4,1,1,50,50,50,50,50,"SC",4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"3503",405872,1.0828,2,1,1,1,1,NA,6,0,0,5,0,5,0,0,0,0,0,0,0,0,1,0,4,2,17,32,24,0,20,62,NA,37,84,NA,NA,NA,31,15,86,50,16,25,63,40,36,70,39,55,62,50,35,74,0,63,66,70,81,44,85,8,1,1,2,-1,0,NA,1,2,0,0,92,77,52,14,76,"FL",5,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"3504",405875,0.86140001,2,1,1,1,1,2,5,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,4,1,92,0,61,31,68,16,NA,77,60,NA,NA,NA,41,90,41,51,60,40,51,84,50,51,17,84,84,50,9,50,51,51,86,1,9,51,95,50,1,-1,2,0,1,1,NA,4,1,1,50,50,50,7,51,"GA",5,0,0,1,0,0,1,0,0,0,1,0,1,0,1
"3505",405877,2.7042999,2,1,1,1,1,2,1,1,0,1,1,5,0,1,0,0,0,0,1,0,0,0,4,1,30,60,50,15,50,60,NA,NA,NA,NA,30,70,NA,50,70,70,85,60,40,40,60,85,60,40,60,70,40,50,40,100,85,30,70,85,85,60,1,1,1,-1,1,1,NA,3,0,-1,85,85,85,40,60,"NJ",2,0,1,1,0,0,0,0,1,0,1,0,1,0,1
"3506",405881,1.3866,2,0,0,0,NA,NA,4,0,NA,1,1,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,50,50,51,70,50,49,51,NA,50,50,70,86,71,51,50,51,71,50,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,"GA",NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0
"3507",405882,1.5398,2,1,1,1,1,2,1,0,0,1,1,5,0,1,0,0,0,0,1,0,0,0,4,1,60,0,50,50,70,15,NA,85,0,NA,NA,NA,50,50,15,50,100,15,70,85,60,100,60,30,60,85,0,50,85,15,60,0,100,85,85,70,1,1,1,0,1,1,NA,4,1,1,70,70,70,40,70,"NC",3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"3508",405885,0.7755,2,1,1,1,1,2,3,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,90,0,50,50,50,50,NA,30,50,NA,NA,NA,100,75,0,60,100,0,100,90,50,65,70,30,85,100,85,30,50,40,85,30,40,100,85,100,-1,1,1,1,1,1,1,2,1,-1,85,85,85,15,80,"NH",4,0,0,1,0,0,0,0,0,0,1,0,1,0,1
"3509",405886,0.2651,2,1,1,0,1,3,5,0,0,1,0,NA,1,1,0,1,0,0,0,0,NA,NA,4,2,50,61,51,51,67,50,NA,62,61,NA,NA,NA,61,51,62,71,60,41,60,51,52,61,50,59,65,51,61,51,51,61,61,40,71,50,52,43,1,1,2,0,1,1,NA,2,0,0,50,70,70,2,69,"CT",4,0,0,0,0,0,0,0,1,0,0,1,1,1,0
"3510",405887,0.62589997,2,1,1,1,1,6,7,1,0,1,0,5,1,1,0,0,0,0,0,0,0,0,4,2,9,78,49,50,NA,56,41,NA,68,NA,NA,NA,61,4,100,69,25,91,2,1,20,51,21,61,73,2,48,52,1,99,75,55,100,2,75,0,1,1,2,-1,1,1,NA,1,1,-1,70,70,53,60,85,"KS",3,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"3511",405888,0.47580001,2,1,1,0,1,2,1,0,0,1,0,3,0,1,1,0,0,0,0,1,NA,NA,2,NA,100,1,1,49,98,50,NA,NA,NA,NA,97,86,NA,86,1,51,70,1,17,84,51,85,14,2,51,87,0,51,85,83,83,1,30,87,85,62,1,1,1,1,1,1,NA,2,0,1,88,68,71,51,84,"MN",3,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"3512",405891,0.94169998,2,1,1,0,1,5,6,0,0,5,0,3,0,0,0,0,1,0,1,0,NA,NA,4,2,10,60,10,0,NA,NA,NA,NA,90,NA,NA,NA,NA,10,60,NA,90,50,30,10,50,50,50,60,50,50,40,50,50,80,50,50,70,10,100,10,-1,1,1,-1,1,1,NA,3,1,1,50,90,50,0,50,"FL",4,1,0,1,1,0,0,0,0,0,0,1,1,1,0
"3513",405895,4.7600002,2,1,1,0,1,6,7,0,0,1,0,5,0,0,0,0,0,0,1,0,0,0,4,2,8,70,30,15,50,70,NA,50,60,NA,NA,NA,30,15,77,60,85,52,40,17,15,85,60,90,31,50,15,70,50,95,70,84,93,70,60,15,-1,0,NA,-1,1,1,NA,3,0,-1,60,60,60,0,60,"ND",1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
"3514",405897,1.6313,2,1,1,1,1,3,2,0,0,5,1,4,0,0,0,0,0,0,0,1,0,0,4,1,93,1,15,56,78,51,NA,77,50,NA,NA,NA,71,56,1,50,99,17,52,51,55,71,17,31,31,85,8,51,66,51,60,15,85,70,93,50,1,1,1,1,1,1,1,4,0,1,90,90,85,61,90,"NY",3,0,1,1,0,0,0,1,0,0,1,0,1,0,1
"3515",405902,2.0058,2,1,1,1,1,4,4,1,0,1,1,1,0,0,0,0,0,0,0,0,NA,NA,4,2,4,63,54,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,62,NA,72,NA,61,73,NA,51,62,52,4,NA,51,NA,96,88,NA,98,34,86,54,1,1,1,1,0,NA,NA,3,-1,-1,62,53,52,52,96,"KY",1,0,0,0,0,1,0,0,0,0,1,0,1,1,0
"3516",405904,0,2,1,1,1,1,NA,1,1,0,6,0,5,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY",5,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"3517",405905,0.82730001,2,1,1,1,1,7,7,0,0,1,1,6,1,1,0,0,0,0,0,0,NA,NA,4,2,0,60,60,50,30,NA,NA,15,65,NA,NA,NA,15,15,85,50,100,50,15,10,25,50,75,85,65,50,30,50,50,100,85,50,85,50,50,NA,0,0,NA,0,1,3,NA,3,1,1,100,100,50,5,100,"IL",5,1,0,0,1,0,0,0,0,0,0,1,1,1,0
"3518",405909,0.412,2,1,1,1,1,NA,1,0,0,1,1,2,0,0,0,0,0,0,0,0,NA,NA,4,1,74,9,50,49,84,75,NA,40,87,NA,NA,NA,70,72,43,71,93,50,50,50,50,50,50,50,85,85,70,50,50,85,84,50,85,50,85,50,-1,1,2,1,1,2,-1,1,0,1,50,50,50,44,50,"OH",3,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"3519",405911,0.53310001,2,1,1,1,1,2,2,0,0,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,70,1,30,50,50,50,NA,86,NA,71,NA,NA,61,51,0,60,85,0,89,70,17,90,52,8,32,100,9,50,80,31,84,16,51,98,75,51,1,1,1,1,1,1,NA,4,1,1,70,87,100,71,21,"CA",4,0,1,1,0,0,0,0,0,0,1,0,1,0,1
"3520",405917,0.76419997,2,1,1,0,1,3,3,0,0,1,1,3,0,0,0,0,0,0,1,1,0,0,4,3,53,42,87,79,50,51,NA,51,52,NA,NA,NA,52,50,51,52,91,53,62,85,53,63,54,41,64,94,61,73,85,85,90,71,71,72,96,32,1,1,2,1,1,1,1,3,-1,0,85,71,60,40,85,"GA",5,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"3521",405918,0,2,1,1,0,1,4,4,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WA",4,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"3522",405922,0.49149999,2,0,0,0,NA,5,5,0,1,1,0,4,0,0,1,0,0,0,0,0,0,1,NA,NA,31,60,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,60,50,40,85,15,30,60,70,50,70,50,15,50,50,15,85,60,65,70,23,70,50,1,0,NA,1,1,1,NA,3,1,0,60,60,60,50,70,"WV",5,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0
